QID,DID,QUESTION,QTYPE,AMODE,ATYPE,VALID ANS,DTEXT,column8
D003Q04,3,苏东坡因「乌台诗案」被贬到什么地方？,基础题,Single-Span-Extraction,Location,"['黄州', '湖北省黄冈市', '湖北省', '黄冈市']","熙宁三年（1070年），苏轼担任当年度的科举主考官，原本苏轼要将上官均列为第一名（状元），因发现上官均的策论有诋毁王安石变法的情况，便改上官均为第二名。
熙宁五年（1072年）苏轼因不堪新党的迫害，求外职，神宗本想任命他为知州，但王安石只愿予之颍州通判，神宗最后折中，让苏轼担任比较好的杭州通判，三年之后升为知州，连知密州、徐州、湖州。熙宁十年四月，赴任徐州，是年七月七日，黄河决口，水困徐州，苏轼参加救灾。
元丰二年（1079年），四十三岁时，因乌台诗案入狱，几死，因为写文章向朝廷诀别，太皇太后曹氏、王安礼等人出面力挽，神宗动心，苏轼终免一死，贬谪为「检校尚书水部员外郎黄州团练副使本州安置」，为其文学创作生涯的重要阶段，而神宗亦爱其才，终得以保全，翌年被贬至黄州（今湖北省黄冈市），在黄州「深自闭塞，扁舟革履，放浪山水之间，与渔樵杂处」，与张怀民交游，也结交禅门人士，当时佛印担任庐山归宗寺住持，与苏轼时有往来。苏轼有〈戏答佛印偈〉曰：「百千灯作一灯光，尽是恒沙妙法王，是故东坡不敢借，借君四大作禅床。」元丰七年离开黄州。",
D003Q05,3,宋神宗熙宁十月，黄河溃堤时，苏东坡人在哪里？,基础题,Single-Span-Extraction,Location,['徐州'],"熙宁三年（1070年），苏轼担任当年度的科举主考官，原本苏轼要将上官均列为第一名（状元），因发现上官均的策论有诋毁王安石变法的情况，便改上官均为第二名。
熙宁五年（1072年）苏轼因不堪新党的迫害，求外职，神宗本想任命他为知州，但王安石只愿予之颍州通判，神宗最后折中，让苏轼担任比较好的杭州通判，三年之后升为知州，连知密州、徐州、湖州。熙宁十年四月，赴任徐州，是年七月七日，黄河决口，水困徐州，苏轼参加救灾。
元丰二年（1079年），四十三岁时，因乌台诗案入狱，几死，因为写文章向朝廷诀别，太皇太后曹氏、王安礼等人出面力挽，神宗动心，苏轼终免一死，贬谪为「检校尚书水部员外郎黄州团练副使本州安置」，为其文学创作生涯的重要阶段，而神宗亦爱其才，终得以保全，翌年被贬至黄州（今湖北省黄冈市），在黄州「深自闭塞，扁舟革履，放浪山水之间，与渔樵杂处」，与张怀民交游，也结交禅门人士，当时佛印担任庐山归宗寺住持，与苏轼时有往来。苏轼有〈戏答佛印偈〉曰：「百千灯作一灯光，尽是恒沙妙法王，是故东坡不敢借，借君四大作禅床。」元丰七年离开黄州。",
D003Q06,3,苏东坡被贬至黄州时，认识了哪些朋友？,进阶题,Multi-Spans-Extraction,Person,['张怀民与佛印'],"熙宁三年（1070年），苏轼担任当年度的科举主考官，原本苏轼要将上官均列为第一名（状元），因发现上官均的策论有诋毁王安石变法的情况，便改上官均为第二名。
熙宁五年（1072年）苏轼因不堪新党的迫害，求外职，神宗本想任命他为知州，但王安石只愿予之颍州通判，神宗最后折中，让苏轼担任比较好的杭州通判，三年之后升为知州，连知密州、徐州、湖州。熙宁十年四月，赴任徐州，是年七月七日，黄河决口，水困徐州，苏轼参加救灾。
元丰二年（1079年），四十三岁时，因乌台诗案入狱，几死，因为写文章向朝廷诀别，太皇太后曹氏、王安礼等人出面力挽，神宗动心，苏轼终免一死，贬谪为「检校尚书水部员外郎黄州团练副使本州安置」，为其文学创作生涯的重要阶段，而神宗亦爱其才，终得以保全，翌年被贬至黄州（今湖北省黄冈市），在黄州「深自闭塞，扁舟革履，放浪山水之间，与渔樵杂处」，与张怀民交游，也结交禅门人士，当时佛印担任庐山归宗寺住持，与苏轼时有往来。苏轼有〈戏答佛印偈〉曰：「百千灯作一灯光，尽是恒沙妙法王，是故东坡不敢借，借君四大作禅床。」元丰七年离开黄州。",
D003Q07,3,西元1079年时徐州发生水灾的原因为何？,基础题,Single-Span-Extraction,Event,['黄河决口'],"熙宁三年（1070年），苏轼担任当年度的科举主考官，原本苏轼要将上官均列为第一名（状元），因发现上官均的策论有诋毁王安石变法的情况，便改上官均为第二名。
熙宁五年（1072年）苏轼因不堪新党的迫害，求外职，神宗本想任命他为知州，但王安石只愿予之颍州通判，神宗最后折中，让苏轼担任比较好的杭州通判，三年之后升为知州，连知密州、徐州、湖州。熙宁十年四月，赴任徐州，是年七月七日，黄河决口，水困徐州，苏轼参加救灾。
元丰二年（1079年），四十三岁时，因乌台诗案入狱，几死，因为写文章向朝廷诀别，太皇太后曹氏、王安礼等人出面力挽，神宗动心，苏轼终免一死，贬谪为「检校尚书水部员外郎黄州团练副使本州安置」，为其文学创作生涯的重要阶段，而神宗亦爱其才，终得以保全，翌年被贬至黄州（今湖北省黄冈市），在黄州「深自闭塞，扁舟革履，放浪山水之间，与渔樵杂处」，与张怀民交游，也结交禅门人士，当时佛印担任庐山归宗寺住持，与苏轼时有往来。苏轼有〈戏答佛印偈〉曰：「百千灯作一灯光，尽是恒沙妙法王，是故东坡不敢借，借君四大作禅床。」元丰七年离开黄州。",
D004Q01,4,"苏东坡在宋哲宗时期,曾出任过哪些官职?",基础题,Multi-Spans-Extraction,Organization,['礼部郎中、中书舍人、翰林学士、龙图阁学士、知州与礼部尚书'],"元祐元年（1086年），宋哲宗即位，高太皇太后垂帘听政，回朝任礼部郎中、中书舍人、翰林学士，元祐四年（1089年）拜龙图阁学士，曾出任杭州、颍州等知州职务，官至礼部尚书。
绍圣元年（1094年）被哲宗贬谪至惠州、儋州（海南岛）。
元符三年（1100年），宋徽宗即位，向太后垂帘听政，下诏让苏轼北还。
建中靖国元年（1101年），夏天因冷饮过度，下痢不止，又误服黄芪，结果病情恶化，「齿间出血如蚯蚓者无数」，七月二十八日于常州孙氏馆病卒，享年六十四岁。由弟苏辙归葬于郏县小峨眉山。南宋宋孝宗追赠谥号「文忠」。
苏轼疲于应付新旧党争，遇事「如食内有蝇，吐之乃已」，苏轼既反对王安石比较急进的改革措施，也不同意旧党司马光尽废新法，所以虽然新党一直称苏轼为旧党，但其实他在新旧两党之间均受排斥，仕途坎坷，时常远贬外方，不过他在各地居官清正，为民兴利除弊，政绩颇善，口碑甚佳，杭州西湖的苏堤就是实证。",
D004Q02,4,苏东坡曾在哪些城市工作过?,基础题,Multi-Spans-Extraction,Location,"['杭州、颍州、惠州、儋州（海南岛）', '杭州、颍州、惠州、海南岛', '杭州、颍州、惠州、儋州']","元祐元年（1086年），宋哲宗即位，高太皇太后垂帘听政，回朝任礼部郎中、中书舍人、翰林学士，元祐四年（1089年）拜龙图阁学士，曾出任杭州、颍州等知州职务，官至礼部尚书。
绍圣元年（1094年）被哲宗贬谪至惠州、儋州（海南岛）。
元符三年（1100年），宋徽宗即位，向太后垂帘听政，下诏让苏轼北还。
建中靖国元年（1101年），夏天因冷饮过度，下痢不止，又误服黄芪，结果病情恶化，「齿间出血如蚯蚓者无数」，七月二十八日于常州孙氏馆病卒，享年六十四岁。由弟苏辙归葬于郏县小峨眉山。南宋宋孝宗追赠谥号「文忠」。
苏轼疲于应付新旧党争，遇事「如食内有蝇，吐之乃已」，苏轼既反对王安石比较急进的改革措施，也不同意旧党司马光尽废新法，所以虽然新党一直称苏轼为旧党，但其实他在新旧两党之间均受排斥，仕途坎坷，时常远贬外方，不过他在各地居官清正，为民兴利除弊，政绩颇善，口碑甚佳，杭州西湖的苏堤就是实证。",
D004Q03,4,苏东坡工作地点离京城最远的地点在哪里?,进阶题,Single-Span-Extraction,Location,"['儋州', '海南岛', '儋州（海南岛）']","元祐元年（1086年），宋哲宗即位，高太皇太后垂帘听政，回朝任礼部郎中、中书舍人、翰林学士，元祐四年（1089年）拜龙图阁学士，曾出任杭州、颍州等知州职务，官至礼部尚书。
绍圣元年（1094年）被哲宗贬谪至惠州、儋州（海南岛）。
元符三年（1100年），宋徽宗即位，向太后垂帘听政，下诏让苏轼北还。
建中靖国元年（1101年），夏天因冷饮过度，下痢不止，又误服黄芪，结果病情恶化，「齿间出血如蚯蚓者无数」，七月二十八日于常州孙氏馆病卒，享年六十四岁。由弟苏辙归葬于郏县小峨眉山。南宋宋孝宗追赠谥号「文忠」。
苏轼疲于应付新旧党争，遇事「如食内有蝇，吐之乃已」，苏轼既反对王安石比较急进的改革措施，也不同意旧党司马光尽废新法，所以虽然新党一直称苏轼为旧党，但其实他在新旧两党之间均受排斥，仕途坎坷，时常远贬外方，不过他在各地居官清正，为民兴利除弊，政绩颇善，口碑甚佳，杭州西湖的苏堤就是实证。",
D004Q04,4,苏东坡哪一年离开海南岛?,进阶题,Single-Span-Extraction,Date-Duration,"['元符三年', '1100年', '元符三年（1100年）']","元祐元年（1086年），宋哲宗即位，高太皇太后垂帘听政，回朝任礼部郎中、中书舍人、翰林学士，元祐四年（1089年）拜龙图阁学士，曾出任杭州、颍州等知州职务，官至礼部尚书。
绍圣元年（1094年）被哲宗贬谪至惠州、儋州（海南岛）。
元符三年（1100年），宋徽宗即位，向太后垂帘听政，下诏让苏轼北还。
建中靖国元年（1101年），夏天因冷饮过度，下痢不止，又误服黄芪，结果病情恶化，「齿间出血如蚯蚓者无数」，七月二十八日于常州孙氏馆病卒，享年六十四岁。由弟苏辙归葬于郏县小峨眉山。南宋宋孝宗追赠谥号「文忠」。
苏轼疲于应付新旧党争，遇事「如食内有蝇，吐之乃已」，苏轼既反对王安石比较急进的改革措施，也不同意旧党司马光尽废新法，所以虽然新党一直称苏轼为旧党，但其实他在新旧两党之间均受排斥，仕途坎坷，时常远贬外方，不过他在各地居官清正，为民兴利除弊，政绩颇善，口碑甚佳，杭州西湖的苏堤就是实证。",
D004Q06,4,苏东坡在哪个城市过世?,基础题,Single-Span-Extraction,Location,['常州'],"元祐元年（1086年），宋哲宗即位，高太皇太后垂帘听政，回朝任礼部郎中、中书舍人、翰林学士，元祐四年（1089年）拜龙图阁学士，曾出任杭州、颍州等知州职务，官至礼部尚书。
绍圣元年（1094年）被哲宗贬谪至惠州、儋州（海南岛）。
元符三年（1100年），宋徽宗即位，向太后垂帘听政，下诏让苏轼北还。
建中靖国元年（1101年），夏天因冷饮过度，下痢不止，又误服黄芪，结果病情恶化，「齿间出血如蚯蚓者无数」，七月二十八日于常州孙氏馆病卒，享年六十四岁。由弟苏辙归葬于郏县小峨眉山。南宋宋孝宗追赠谥号「文忠」。
苏轼疲于应付新旧党争，遇事「如食内有蝇，吐之乃已」，苏轼既反对王安石比较急进的改革措施，也不同意旧党司马光尽废新法，所以虽然新党一直称苏轼为旧党，但其实他在新旧两党之间均受排斥，仕途坎坷，时常远贬外方，不过他在各地居官清正，为民兴利除弊，政绩颇善，口碑甚佳，杭州西湖的苏堤就是实证。",
D004Q07,4,苏东坡死后葬在哪里?,基础题,Single-Span-Extraction,Location,"['郏县小峨眉山', '郏县', '小峨眉山']","元祐元年（1086年），宋哲宗即位，高太皇太后垂帘听政，回朝任礼部郎中、中书舍人、翰林学士，元祐四年（1089年）拜龙图阁学士，曾出任杭州、颍州等知州职务，官至礼部尚书。
绍圣元年（1094年）被哲宗贬谪至惠州、儋州（海南岛）。
元符三年（1100年），宋徽宗即位，向太后垂帘听政，下诏让苏轼北还。
建中靖国元年（1101年），夏天因冷饮过度，下痢不止，又误服黄芪，结果病情恶化，「齿间出血如蚯蚓者无数」，七月二十八日于常州孙氏馆病卒，享年六十四岁。由弟苏辙归葬于郏县小峨眉山。南宋宋孝宗追赠谥号「文忠」。
苏轼疲于应付新旧党争，遇事「如食内有蝇，吐之乃已」，苏轼既反对王安石比较急进的改革措施，也不同意旧党司马光尽废新法，所以虽然新党一直称苏轼为旧党，但其实他在新旧两党之间均受排斥，仕途坎坷，时常远贬外方，不过他在各地居官清正，为民兴利除弊，政绩颇善，口碑甚佳，杭州西湖的苏堤就是实证。",
